gene	knum
gene_1499	K23917
gene_1500	K23916
gene_1501	K23915
gene_1502	K23914
gene_1503	K23913
gene_1504	K23912
gene_1505	K23911
gene_1506	K23910
gene_1507	K23909
gene_1508	K23908
gene_1509	K23907
gene_1510	K23906
gene_1511	K23905
gene_1512	K23904
gene_1513	K23903
gene_1514	K23902
gene_1515	K23901
gene_1516	K23900
gene_1517	K23899
gene_1518	K23898
gene_1519	K23897
gene_1520	K23896
gene_1521	K23895
gene_1522	K23894
gene_1523	K23893
gene_1524	K23892
gene_1525	K23891
gene_1526	K23890
gene_1527	K23889
gene_1528	K23888
gene_1529	K23887
gene_1530	K23886
gene_1531	K23885
gene_1532	K23884
gene_1533	K23883
gene_1534	K23882
gene_1535	K23881
gene_1536	K23880
gene_1537	K23879
gene_1538	K23878
gene_1539	K23877
gene_1540	K23876
gene_1541	K23875
gene_1542	K23874
gene_1543	K23873
gene_1544	K23872
gene_1545	K23871
gene_1546	K23870
gene_1547	K23869
gene_1548	K23868
gene_1549	K23867
gene_1550	K23866
gene_1551	K23865
gene_1552	K23864
gene_1553	K23863
gene_1554	K23862
gene_1555	K23861
gene_1556	K23860
gene_1557	K23859
gene_1558	K23858
gene_1559	K23857
gene_1560	K23856
gene_1561	K23855
gene_1562	K23854
gene_1563	K23853
gene_1564	K23852
gene_1565	K23851
gene_1566	K23850
gene_1567	K23849
gene_1568	K23848
gene_1569	K23847
gene_1570	K23846
gene_1571	K23845
gene_1572	K23844
gene_1573	K23843
gene_1574	K23842
gene_1575	K23841
gene_1576	K23840
gene_1577	K23839
gene_1578	K23838
gene_1579	K23837
gene_1580	K23836
gene_1581	K23835
gene_1582	K23834
gene_1583	K23833
gene_1584	K23832
gene_1585	K23831
gene_1586	K23830
gene_1587	K23829
gene_1588	K23828
gene_1589	K23827
gene_1590	K23826
gene_1591	K23825
gene_1592	K23824
gene_1593	K23823
gene_1594	K23822
gene_1595	K23821
gene_1596	K23820
gene_1597	K23819
gene_1598	K23818
gene_1599	K23817
gene_1600	K23816
gene_1601	K23815
gene_1602	K23814
gene_1603	K23813
gene_1604	K23812
gene_1605	K23811
gene_1606	K23810
gene_1607	K23809
gene_1608	K23808
gene_1609	K23807
gene_1610	K23806
gene_1611	K23805
gene_1612	K23804
gene_1613	K23803
gene_1614	K23802
gene_1615	K23801
gene_1616	K23800
gene_1617	K23799
gene_1618	K23798
gene_1619	K23797
gene_1620	K23796
gene_1621	K23795
gene_1622	K23794
gene_1623	K23793
gene_1624	K23792
gene_1625	K23791
gene_1626	K23790
gene_1627	K23789
gene_1628	K23788
gene_1629	K23787
gene_1630	K23786
gene_1631	K23785
gene_1632	K23784
gene_1633	K23783
gene_1634	K23782
gene_1635	K23781
gene_1636	K23780
gene_1637	K23779
gene_1638	K23778
gene_1639	K23777
gene_1640	K23776
gene_1641	K23775
gene_1642	K23774
gene_1643	K23773
gene_1644	K23772
gene_1645	K23771
gene_1646	K23770
gene_1647	K23769
gene_1648	K23768
gene_1649	K23767
gene_1650	K23766
gene_1651	K23765
gene_1652	K23764
gene_1653	K23763
gene_1654	K23762
gene_1655	K23761
gene_1656	K23760
gene_1657	K23759
gene_1658	K23758
gene_1659	K23757
gene_1660	K23756
gene_1661	K23755
gene_1662	K23754
gene_1663	K23753
gene_1664	K23752
gene_1665	K23751
gene_1666	K23750
gene_1667	K23749
gene_1668	K23748
gene_1669	K23747
gene_1670	K23746
gene_1671	K23745
gene_1672	K23744
gene_1673	K23743
gene_1674	K23742
gene_1675	K23741
gene_1676	K23740
gene_1677	K23739
gene_1678	K23738
gene_1679	K23737
gene_1680	K23736
gene_1681	K23735
gene_1682	K23734
gene_1683	K23733
gene_1684	K23732
gene_1685	K23731
gene_1686	K23730
gene_1687	K23729
gene_1688	K23728
gene_1689	K23727
gene_1690	K23726
gene_1691	K23725
gene_1692	K23724
gene_1693	K23723
gene_1694	K23722
gene_1695	K23721
gene_1696	K23720
gene_1697	K23719
gene_1698	K23718
gene_1699	K23717
gene_1700	K23716
gene_1701	K23715
gene_1702	K23714
gene_1703	K23713
gene_1704	K23712
gene_1705	K23711
gene_1706	K23710
gene_1707	K23709
gene_1708	K23708
gene_1709	K23707
gene_1710	K23706
gene_1711	K23705
gene_1712	K23704
gene_1713	K23703
gene_1714	K23702
gene_1715	K23701
gene_1716	K23700
gene_1717	K23699
gene_1718	K23698
gene_1719	K23697
gene_1720	K23696
gene_1721	K23695
gene_1722	K23694
gene_1723	K23693
gene_1724	K23692
gene_1725	K23691
gene_1726	K23690
gene_1727	K23689
gene_1728	K23688
gene_1729	K23687
gene_1730	K23686
gene_1731	K23685
gene_1732	K23684
gene_1733	K23683
gene_1734	K23682
gene_1735	K23681
gene_1736	K23680
gene_1737	K23679
gene_1738	K23678
gene_1739	K23677
gene_1740	K23676
gene_1741	K23675
gene_1742	K23674
gene_1743	K23673
gene_1744	K23672
gene_1745	K23671
gene_1746	K23670
gene_1747	K23669
gene_1748	K23668
gene_1749	K23667
gene_1750	K23666
gene_1751	K23665
gene_1752	K23664
gene_1753	K23663
gene_1754	K23662
gene_1755	K23661
gene_1756	K23660
gene_1757	K23659
gene_1758	K23658
gene_1759	K23657
gene_1760	K23656
gene_1761	K23655
gene_1762	K23654
gene_1763	K23653
gene_1764	K23652
gene_1765	K23651
gene_1766	K23650
gene_1767	K23649
gene_1768	K23648
gene_1769	K23647
gene_1770	K23646
gene_1771	K23645
gene_1772	K23644
gene_1773	K23643
gene_1774	K23642
gene_1775	K23641
gene_1776	K23640
gene_1777	K23639
gene_1778	K23638
gene_1779	K23637
gene_1780	K23636
gene_1781	K23635
gene_1782	K23634
gene_1783	K23633
gene_1784	K23632
gene_1785	K23631
gene_1786	K23630
gene_1787	K23629
gene_1788	K23628
gene_1789	K23627
gene_1790	K23626
gene_1791	K23625
gene_1792	K23624
gene_1793	K23623
gene_1794	K23622
gene_1795	K23621
gene_1796	K23620
gene_1797	K23619
gene_1798	K23618
gene_1799	K23617
gene_1800	K23616
gene_1801	K23615
gene_1802	K23614
gene_1803	K23613
gene_1804	K23612
gene_1805	K23611
gene_1806	K23610
gene_1807	K23609
gene_1808	K23608
gene_1809	K23607
gene_1810	K23606
gene_1811	K23605
gene_1812	K23604
gene_1813	K23603
gene_1814	K23602
gene_1815	K23601
gene_1816	K23600
gene_1817	K23599
gene_1818	K23598
gene_1819	K23597
gene_1820	K23596
gene_1821	K23595
gene_1822	K23594
gene_1823	K23593
gene_1824	K23592
gene_1825	K23591
gene_1826	K23590
gene_1827	K23589
gene_1828	K23588
gene_1829	K23587
gene_1830	K23586
gene_1831	K23585
gene_1832	K23584
gene_1833	K23583
gene_1834	K23582
gene_1835	K23581
gene_1836	K23580
gene_1837	K23579
gene_1838	K23578
gene_1839	K23577
gene_1840	K23576
gene_1841	K23575
gene_1842	K23574
gene_1843	K23573
gene_1844	K23572
gene_1845	K23571
gene_1846	K23570
gene_1847	K23569
gene_1848	K23568
gene_1849	K23567
gene_1850	K23566
gene_1851	K23565
gene_1852	K23564
gene_1853	K23563
gene_1854	K23562
gene_1855	K23561
gene_1856	K23560
gene_1857	K23559
gene_1858	K23558
gene_1859	K23557
gene_1860	K23556
gene_1861	K23555
gene_1862	K23554
gene_1863	K23553
gene_1864	K23552
gene_1865	K23551
gene_1866	K23550
gene_1867	K23549
gene_1868	K23548
gene_1869	K23547
gene_1870	K23546
gene_1871	K23545
gene_1872	K23544
gene_1873	K23543
gene_1874	K23542
gene_1875	K23541
gene_1876	K23540
gene_1877	K23539
gene_1878	K23538
gene_1879	K23537
gene_1880	K23536
gene_1881	K23535
gene_1882	K23534
gene_1883	K23533
gene_1884	K23532
gene_1885	K23531
gene_1886	K23530
gene_1887	K23529
gene_1888	K23528
gene_1889	K23527
gene_1890	K23526
gene_1891	K23525
gene_1892	K23524
gene_1893	K23523
gene_1894	K23522
gene_1895	K23521
gene_1896	K23520
gene_1897	K23519
gene_1898	K23518
gene_1899	K23517
gene_1900	K23516
gene_1901	K23515
gene_1902	K23514
gene_1903	K23513
gene_1904	K23512
gene_1905	K23511
gene_1906	K23510
gene_1907	K23509
gene_1908	K23508
gene_1909	K23507
gene_1910	K23506
gene_1911	K23505
gene_1912	K23504
gene_1913	K23503
gene_1914	K23502
gene_1915	K23501
gene_1916	K23500
gene_1917	K23499
gene_1918	K23498
gene_1919	K23497
gene_1920	K23496
gene_1921	K23495
gene_1922	K23494
gene_1923	K23493
gene_1924	K23492
gene_1925	K23491
gene_1926	K23490
gene_1927	K23489
gene_1928	K23488
gene_1929	K23487
gene_1930	K23486
gene_1931	K23485
gene_1932	K23484
gene_1933	K23483
gene_1934	K23482
gene_1935	K23481
gene_1936	K23480
gene_1937	K23479
gene_1938	K23478
gene_1939	K23477
gene_1940	K23476
gene_1941	K23475
gene_1942	K23474
gene_1943	K23473
gene_1944	K23472
gene_1945	K23471
gene_1946	K23470
gene_1947	K23469
gene_1948	K23468
gene_1949	K23467
gene_1950	K23466
gene_1951	K23465
gene_1952	K23464
gene_1953	K23463
gene_1954	K23462
gene_1955	K23461
gene_1956	K23460
gene_1957	K23459
gene_1958	K23458
gene_1959	K23457
gene_1960	K23456
gene_1961	K23455
gene_1962	K23454
gene_1963	K23453
gene_1964	K23452
gene_1965	K23451
gene_1966	K23450
gene_1967	K23449
gene_1968	K23448
gene_1969	K23447
gene_1970	K23446
gene_1971	K23445
gene_1972	K23444
gene_1973	K23443
gene_1974	K23442
gene_1975	K23441
gene_1976	K23440
gene_1977	K23439
gene_1978	K23438
gene_1979	K23437
gene_1980	K23436
gene_1981	K23435
gene_1982	K23434
gene_1983	K23433
gene_1984	K23432
gene_1985	K23431
gene_1986	K23430
gene_1987	K23429
gene_1988	K23428
gene_1989	K23427
gene_1990	K23426
gene_1991	K23425
gene_1992	K23424
gene_1993	K23423
gene_1994	K23422
gene_1995	K23421
gene_1996	K23420
gene_1997	K23419
gene_1998	K23418
gene_1999	K23417
gene_2000	K23416
gene_2001	K23415
gene_2002	K23414
gene_2003	K23413
gene_2004	K23412
gene_2005	K23411
gene_2006	K23410
gene_2007	K23409
gene_2008	K23408
gene_2009	K23407
gene_2010	K23406
gene_2011	K23405
gene_2012	K23404
gene_2013	K23403
gene_2014	K23402
gene_2015	K23401
gene_2016	K23400
gene_2017	K23399
gene_2018	K23398
gene_2019	K23397
gene_2020	K23396
gene_2021	K23395
gene_2022	K23394
gene_2023	K23393
gene_2024	K23392
gene_2025	K23391
gene_2026	K23390
gene_2027	K23389
gene_2028	K23388
gene_2029	K23387
gene_2030	K23386
gene_2031	K23385
gene_2032	K23384
gene_2033	K23383
gene_2034	K23382
gene_2035	K23381
gene_2036	K23380
gene_2037	K23379
gene_2038	K23378
gene_2039	K23377
gene_2040	K23376
gene_2041	K23375
gene_2042	K23374
gene_2043	K23373
gene_2044	K23372
gene_2045	K23371
gene_2046	K23370
gene_2047	K23369
gene_2048	K23368
gene_2049	K23367
gene_2050	K23366
gene_2051	K23365
gene_2052	K23364
gene_2053	K23363
gene_2054	K23362
gene_2055	K23361
gene_2056	K23360
gene_2057	K23359
gene_2058	K23358
gene_2059	K23357
gene_2060	K23356
gene_2061	K23355
gene_2062	K23354
gene_2063	K23353
gene_2064	K23352
gene_2065	K23351
gene_2066	K23349
gene_2067	K23348
gene_2068	K23347
gene_2069	K23346
gene_2070	K23345
gene_2071	K23344
gene_2072	K23343
gene_2073	K23342
gene_2074	K23341
gene_2075	K23340
gene_2076	K23339
gene_2077	K23338
gene_2078	K23337
gene_2079	K23336
gene_2080	K23335
gene_2081	K23334
gene_2082	K23333
gene_2083	K23332
gene_2084	K23331
gene_2085	K23330
gene_2086	K23329
gene_2087	K23328
gene_2088	K23327
gene_2089	K23326
gene_2090	K23325
gene_2091	K23324
gene_2092	K23323
gene_2093	K23322
gene_2094	K23321
gene_2095	K23320
gene_2096	K23319
gene_2097	K23318
gene_2098	K23317
gene_2099	K23316
gene_2100	K23315
gene_2101	K23314
gene_2102	K23313
gene_2103	K23312
gene_2104	K23311
gene_2105	K23310
gene_2106	K23309
gene_2107	K23308
gene_2108	K23307
gene_2109	K23306
gene_2110	K23305
gene_2111	K23304
gene_2112	K23303
gene_2113	K23302
gene_2114	K23301
gene_2115	K23300
gene_2116	K23299
gene_2117	K23298
gene_2118	K23297
gene_2119	K23296
gene_2120	K23295
gene_2121	K23294
gene_2122	K23293
gene_2123	K23292
gene_2124	K23291
gene_2125	K23290
gene_2126	K23289
gene_2127	K23288
gene_2128	K23287
gene_2129	K23286
gene_2130	K23285
gene_2131	K23284
gene_2132	K23283
gene_2133	K23282
gene_2134	K23281
gene_2135	K23280
gene_2136	K23279
gene_2137	K23278
gene_2138	K23277
gene_2139	K23276
gene_2140	K23275
gene_2141	K23274
gene_2142	K23273
gene_2143	K23272
gene_2144	K23271
gene_2145	K23270
gene_2146	K23269
gene_2147	K23268
gene_2148	K23267
gene_2149	K23266
gene_2150	K23265
gene_2151	K23264
gene_2152	K23263
gene_2153	K23262
gene_2154	K23261
gene_2155	K23260
gene_2156	K23259
gene_2157	K23258
gene_2158	K23257
gene_2159	K23256
gene_2160	K23255
gene_2161	K23254
gene_2162	K23253
gene_2163	K23252
gene_2164	K23251
gene_2165	K23250
gene_2166	K23249
gene_2167	K23248
gene_2168	K23247
gene_2169	K23246
gene_2170	K23245
gene_2171	K23244
gene_2172	K23243
gene_2173	K23242
gene_2174	K23241
gene_2175	K23240
gene_2176	K23239
gene_2177	K23238
gene_2178	K23237
gene_2179	K23236
gene_2180	K23235
gene_2181	K23234
gene_2182	K23233
gene_2183	K23232
gene_2184	K23231
gene_2185	K23230
gene_2186	K23229
gene_2187	K23228
gene_2188	K23227
gene_2189	K23226
gene_2190	K23225
gene_2191	K23224
gene_2192	K23223
gene_2193	K23222
gene_2194	K23221
gene_2195	K23220
gene_2196	K23219
gene_2197	K23218
gene_2198	K23217
gene_2199	K23216
gene_2200	K23215
gene_2201	K23214
gene_2202	K23213
gene_2203	K23212
gene_2204	K23211
gene_2205	K23210
gene_2206	K23209
gene_2207	K23208
gene_2208	K23207
gene_2209	K23206
gene_2210	K23205
gene_2211	K23204
gene_2212	K23203
gene_2213	K23202
gene_2214	K23201
gene_2215	K23200
gene_2216	K23199
gene_2217	K23198
gene_2218	K23197
gene_2219	K23196
gene_2220	K23195
gene_2221	K23194
gene_2222	K23193
gene_2223	K23192
gene_2224	K23191
gene_2225	K23190
gene_2226	K23189
gene_2227	K23188
gene_2228	K23187
gene_2229	K23186
gene_2230	K23185
gene_2231	K23184
gene_2232	K23183
gene_2233	K23182
gene_2234	K23181
gene_2235	K23180
gene_2236	K23179
gene_2237	K23178
gene_2238	K23177
gene_2239	K23176
gene_2240	K23175
gene_2241	K23174
gene_2242	K23173
gene_2243	K23172
gene_2244	K23171
gene_2245	K23170
gene_2246	K23169
gene_2247	K23168
gene_2248	K23167
gene_2249	K23166
gene_2250	K23165
gene_2251	K23164
gene_2252	K23163
gene_2253	K23162
gene_2254	K23161
gene_2255	K23160
gene_2256	K23159
gene_2257	K23158
gene_2258	K23157
gene_2259	K23156
gene_2260	K23155
gene_2261	K23154
gene_2262	K23153
gene_2263	K23152
gene_2264	K23151
gene_2265	K23150
gene_2266	K23149
gene_2267	K23148
gene_2268	K23147
gene_2269	K23146
gene_2270	K23145
gene_2271	K23144
gene_2272	K23143
gene_2273	K23142
gene_2274	K23141
gene_2275	K23140
gene_2276	K23139
gene_2277	K23138
gene_2278	K23137
gene_2279	K23136
gene_2280	K23135
gene_2281	K23134
gene_2282	K23133
gene_2283	K23132
gene_2284	K23131
gene_2285	K23130
gene_2286	K23129
gene_2287	K23128
gene_2288	K23127
gene_2289	K23126
gene_2290	K23125
gene_2291	K23124
gene_2292	K23123
gene_2293	K23122
gene_2294	K23121
gene_2295	K23120
gene_2296	K23119
gene_2297	K23118
gene_2298	K23117
gene_2299	K23116
gene_2300	K23115
gene_2301	K23114
gene_2302	K23113
gene_2303	K23112
gene_2304	K23111
gene_2305	K23110
gene_2306	K23109
gene_2307	K23108
gene_2308	K23107
gene_2309	K23106
gene_2310	K23105
gene_2311	K23104
gene_2312	K23103
gene_2313	K23102
gene_2314	K23101
gene_2315	K23100
gene_2316	K23099
gene_2317	K23098
gene_2318	K23097
gene_2319	K23096
gene_2320	K23095
gene_2321	K23094
gene_2322	K23093
gene_2323	K23092
gene_2324	K23091
gene_2325	K23090
gene_2326	K23089
gene_2327	K23088
gene_2328	K23087
gene_2329	K23086
gene_2330	K23085
gene_2331	K23084
gene_2332	K23083
gene_2333	K23082
gene_2334	K23081
gene_2335	K23080
gene_2336	K23079
gene_2337	K23078
gene_2338	K23077
gene_2339	K23076
gene_2340	K23075
gene_2341	K23074
gene_2342	K23073
gene_2343	K23072
gene_2344	K23071
gene_2345	K23070
gene_2346	K23069
gene_2347	K23068
gene_2348	K23067
gene_2349	K23066
gene_2350	K23065
gene_2351	K23064
gene_2352	K23063
gene_2353	K23062
gene_2354	K23061
gene_2355	K23060
gene_2356	K23059
gene_2357	K23058
gene_2358	K23057
gene_2359	K23056
gene_2360	K23055
gene_2361	K23054
gene_2362	K23053
gene_2363	K23052
gene_2364	K23051
gene_2365	K23050
gene_2366	K23049
gene_2367	K23048
gene_2368	K23047
gene_2369	K23046
gene_2370	K23045
gene_2371	K23044
gene_2372	K23043
gene_2373	K23042
gene_2374	K23041
gene_2375	K23040
gene_2376	K23039
gene_2377	K23038
gene_2378	K23037
gene_2379	K23036
gene_2380	K23035
gene_2381	K23034
gene_2382	K23033
gene_2383	K23032
gene_2384	K23031
gene_2385	K23030
gene_2386	K23029
gene_2387	K23028
gene_2388	K23027
gene_2389	K23026
gene_2390	K23025
gene_2391	K23024
gene_2392	K23023
gene_2393	K23022
gene_2394	K23021
gene_2395	K23020
gene_2396	K23019
gene_2397	K23018
gene_2398	K23017
gene_2399	K23016
gene_2400	K23015
gene_2401	K23014
gene_2402	K23013
gene_2403	K23012
gene_2404	K23011
gene_2405	K23010
gene_2406	K23009
gene_2407	K23008
gene_2408	K23007
gene_2409	K23006
gene_2410	K23005
gene_2411	K23004
gene_2412	K23003
gene_2413	K23002
gene_2414	K23001
gene_2415	K23000
gene_2416	K22999
gene_2417	K22998
gene_2418	K22997
gene_2419	K22996
gene_2420	K22995
gene_2421	K22994
gene_2422	K22993
gene_2423	K22992
gene_2424	K22991
gene_2425	K22990
gene_2426	K22989
gene_2427	K22988
gene_2428	K22987
gene_2429	K22986
gene_2430	K22985
gene_2431	K22984
gene_2432	K22983
gene_2433	K22982
gene_2434	K22981
gene_2435	K22980
gene_2436	K22979
gene_2437	K22978
gene_2438	K22977
gene_2439	K22976
gene_2440	K22975
gene_2441	K22974
gene_2442	K22973
gene_2443	K22972
gene_2444	K22971
gene_2445	K22970
gene_2446	K22969
gene_2447	K22968
gene_2448	K22967
gene_2449	K22966
gene_2450	K22965
gene_2451	K22964
gene_2452	K22963
gene_2453	K22962
gene_2454	K22961
gene_2455	K22960
gene_2456	K22959
gene_2457	K22958
gene_2458	K22957
gene_2459	K22956
gene_2460	K22955
gene_2461	K22954
gene_2462	K22953
gene_2463	K22952
gene_2464	K22951
gene_2465	K22950
gene_2466	K22949
gene_2467	K22948
gene_2468	K22947
gene_2469	K22946
gene_2470	K22945
gene_2471	K22944
gene_2472	K22943
gene_2473	K22942
gene_2474	K22941
gene_2475	K22940
gene_2476	K22939
gene_2477	K22938
gene_2478	K22937
gene_2479	K22936
gene_2480	K22935
gene_2481	K22934
gene_2482	K22933
gene_2483	K22932
gene_2484	K22931
gene_2485	K22930
gene_2486	K22929
gene_2487	K22928
gene_2488	K22927
gene_2489	K22926
gene_2490	K22925
gene_2491	K22924
gene_2492	K22923
gene_2493	K22922
gene_2494	K22921
gene_2495	K22920
gene_2496	K22919
gene_2497	K22918
gene_2498	K22917
gene_2499	K22916
gene_2500	K22915
gene_2501	K22914
gene_2502	K22913
gene_2503	K22912
gene_2504	K22911
gene_2505	K22910
gene_2506	K22909
gene_2507	K22908
gene_2508	K22907
gene_2509	K22906
gene_2510	K22905
gene_2511	K22904
gene_2512	K22903
gene_2513	K22902
gene_2514	K22901
gene_2515	K22900
gene_2516	K22899
gene_2517	K22898
gene_2518	K22897
gene_2519	K22896
gene_2520	K22895
gene_2521	K22894
gene_2522	K22893
gene_2523	K22892
gene_2524	K22891
gene_2525	K22890
gene_2526	K22889
gene_2527	K22888
gene_2528	K22887
gene_2529	K22886
gene_2530	K22885
gene_2531	K22884
gene_2532	K22883
gene_2533	K22882
gene_2534	K22881
gene_2535	K22880
gene_2536	K22879
gene_2537	K22878
gene_2538	K22877
gene_2539	K22876
gene_2540	K22875
gene_2541	K22874
gene_2542	K22873
gene_2543	K22872
gene_2544	K22871
gene_2545	K22870
gene_2546	K22869
gene_2547	K22868
gene_2548	K22867
gene_2549	K22866
gene_2550	K22865
gene_2551	K22864
gene_2552	K22863
gene_2553	K22862
gene_2554	K22861
gene_2555	K22860
gene_2556	K22859
gene_2557	K22858
gene_2558	K22857
gene_2559	K22856
gene_2560	K22855
gene_2561	K22854
gene_2562	K22853
gene_2563	K22852
gene_2564	K22851
gene_2565	K22850
gene_2566	K22849
gene_2567	K22848
gene_2568	K22847
gene_2569	K22846
gene_2570	K22845
gene_2571	K22844
gene_2572	K22843
gene_2573	K22842
gene_2574	K22841
gene_2575	K22840
gene_2576	K22839
gene_2577	K22838
gene_2578	K22837
gene_2579	K22836
gene_2580	K22835
gene_2581	K22834
gene_2582	K22833
gene_2583	K22832
gene_2584	K22831
gene_2585	K22830
gene_2586	K22829
gene_2587	K22828
gene_2588	K22827
gene_2589	K22826
gene_2590	K22825
gene_2591	K22824
gene_2592	K22823
gene_2593	K22822
gene_2594	K22821
gene_2595	K22820
gene_2596	K22819
gene_2597	K22818
gene_2598	K22817
gene_2599	K22816
gene_2600	K22815
gene_2601	K22814
gene_2602	K22813
gene_2603	K22812
gene_2604	K22811
gene_2605	K22810
gene_2606	K22809
gene_2607	K22808
gene_2608	K22807
gene_2609	K22806
gene_2610	K22805
gene_2611	K22804
gene_2612	K22803
gene_2613	K22802
gene_2614	K22801
gene_2615	K22800
gene_2616	K22799
gene_2617	K22798
gene_2618	K22797
gene_2619	K22796
gene_2620	K22795
gene_2621	K22794
gene_2622	K22793
gene_2623	K22792
gene_2624	K22791
gene_2625	K22790
gene_2626	K22789
gene_2627	K22788
gene_2628	K22787
gene_2629	K22786
gene_2630	K22785
gene_2631	K22784
gene_2632	K22783
gene_2633	K22782
gene_2634	K22781
gene_2635	K22780
gene_2636	K22779
gene_2637	K22778
gene_2638	K22777
gene_2639	K22776
gene_2640	K22775
gene_2641	K22774
gene_2642	K22773
gene_2643	K22772
gene_2644	K22771
gene_2645	K22770
gene_2646	K22769
gene_2647	K22768
gene_2648	K22767
gene_2649	K22766
gene_2650	K22765
gene_2651	K22764
gene_2652	K22763
gene_2653	K22762
gene_2654	K22761
gene_2655	K22760
gene_2656	K22759
gene_2657	K22758
gene_2658	K22757
gene_2659	K22756
gene_2660	K22755
gene_2661	K22754
gene_2662	K22753
gene_2663	K22752
gene_2664	K22751
gene_2665	K22750
gene_2666	K22749
gene_2667	K22748
gene_2668	K22747
gene_2669	K22746
gene_2670	K22745
gene_2671	K22744
gene_2672	K22743
gene_2673	K22742
gene_2674	K22741
gene_2675	K22740
gene_2676	K22739
gene_2677	K22738
gene_2678	K22737
gene_2679	K22736
gene_2680	K22735
gene_2681	K22734
gene_2682	K22733
gene_2683	K22732
gene_2684	K22731
gene_2685	K22730
gene_2686	K22729
gene_2687	K22728
gene_2688	K22727
gene_2689	K22726
gene_2690	K22725
gene_2691	K22724
gene_2692	K22723
gene_2693	K22722
gene_2694	K22721
gene_2695	K22720
gene_2696	K22719
gene_2697	K22718
gene_2698	K22717
gene_2699	K22716
gene_2700	K22715
gene_2701	K22714
gene_2702	K22713
gene_2703	K22712
gene_2704	K22711
gene_2705	K22710
gene_2706	K22709
gene_2707	K22708
gene_2708	K22707
gene_2709	K22706
gene_2710	K22705
gene_2711	K22704
gene_2712	K22703
