HighestModule	HigherModule	Module	KO
Carbohydrate metabolism	Central carbohydrate metabolism	M00005 PRPP biosynthesis, ribose 5P => PRPP (1)  (complete 1/1)	K00948
Carbohydrate metabolism	Central carbohydrate metabolism	M00008 Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate (5)  (complete 4/4)	K00036
Carbohydrate metabolism	Central carbohydrate metabolism	M00008 Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate (5)  (complete 4/4)	K01057
Carbohydrate metabolism	Central carbohydrate metabolism	M00008 Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate (5)  (complete 4/4)	K01625
Carbohydrate metabolism	Central carbohydrate metabolism	M00008 Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate (5)  (complete 4/4)	K01690
Carbohydrate metabolism	Central carbohydrate metabolism	M00008 Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate (5)  (complete 4/4)	K07404
Carbohydrate metabolism	Central carbohydrate metabolism	M00308 Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P (7)  (complete 4/4)	K00131
Carbohydrate metabolism	Central carbohydrate metabolism	M00308 Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P (7)  (complete 4/4)	K00134
Carbohydrate metabolism	Central carbohydrate metabolism	M00308 Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P (7)  (complete 4/4)	K00874
Carbohydrate metabolism	Central carbohydrate metabolism	M00308 Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P (7)  (complete 4/4)	K00927
Carbohydrate metabolism	Central carbohydrate metabolism	M00308 Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P (7)  (complete 4/4)	K01625
Carbohydrate metabolism	Central carbohydrate metabolism	M00308 Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P (7)  (complete 4/4)	K05308
Carbohydrate metabolism	Central carbohydrate metabolism	M00308 Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P (7)  (complete 4/4)	K18978
Carbohydrate metabolism	Central carbohydrate metabolism	M00633 Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P (5)  (complete 4/4)	K00131
Carbohydrate metabolism	Central carbohydrate metabolism	M00633 Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P (5)  (complete 4/4)	K05308
Carbohydrate metabolism	Central carbohydrate metabolism	M00633 Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P (5)  (complete 4/4)	K11395
Carbohydrate metabolism	Central carbohydrate metabolism	M00633 Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P (5)  (complete 4/4)	K18126
Carbohydrate metabolism	Central carbohydrate metabolism	M00633 Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P (5)  (complete 4/4)	K18978
Carbohydrate metabolism	Central carbohydrate metabolism	M00309 Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate (8)  (complete 3/3)	K03738
Carbohydrate metabolism	Central carbohydrate metabolism	M00309 Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate (8)  (complete 3/3)	K05308
Carbohydrate metabolism	Central carbohydrate metabolism	M00309 Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate (8)  (complete 3/3)	K11395
Carbohydrate metabolism	Central carbohydrate metabolism	M00309 Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate (8)  (complete 3/3)	K18020
Carbohydrate metabolism	Central carbohydrate metabolism	M00309 Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate (8)  (complete 3/3)	K18021
Carbohydrate metabolism	Central carbohydrate metabolism	M00309 Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate (8)  (complete 3/3)	K18022
Carbohydrate metabolism	Central carbohydrate metabolism	M00309 Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate (8)  (complete 3/3)	K18127
Carbohydrate metabolism	Central carbohydrate metabolism	M00309 Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate (8)  (complete 3/3)	K18128
Carbohydrate metabolism	Other carbohydrate metabolism	M00014 Glucuronate pathway (uronate pathway) (12)  (complete 7/7)	K00002
Carbohydrate metabolism	Other carbohydrate metabolism	M00014 Glucuronate pathway (uronate pathway) (12)  (complete 7/7)	K00008
Carbohydrate metabolism	Other carbohydrate metabolism	M00014 Glucuronate pathway (uronate pathway) (12)  (complete 7/7)	K00012
Carbohydrate metabolism	Other carbohydrate metabolism	M00014 Glucuronate pathway (uronate pathway) (12)  (complete 7/7)	K00699
Carbohydrate metabolism	Other carbohydrate metabolism	M00014 Glucuronate pathway (uronate pathway) (12)  (complete 7/7)	K00854
Carbohydrate metabolism	Other carbohydrate metabolism	M00014 Glucuronate pathway (uronate pathway) (12)  (complete 7/7)	K01195
Carbohydrate metabolism	Other carbohydrate metabolism	M00014 Glucuronate pathway (uronate pathway) (12)  (complete 7/7)	K03331
Carbohydrate metabolism	Other carbohydrate metabolism	M00014 Glucuronate pathway (uronate pathway) (12)  (complete 7/7)	K05351
Carbohydrate metabolism	Other carbohydrate metabolism	M00014 Glucuronate pathway (uronate pathway) (12)  (complete 7/7)	K12447
Carbohydrate metabolism	Other carbohydrate metabolism	M00014 Glucuronate pathway (uronate pathway) (12)  (complete 7/7)	K13247
Carbohydrate metabolism	Other carbohydrate metabolism	M00014 Glucuronate pathway (uronate pathway) (12)  (complete 7/7)	K14756
Carbohydrate metabolism	Other carbohydrate metabolism	M00014 Glucuronate pathway (uronate pathway) (12)  (complete 7/7)	K16190
Carbohydrate metabolism	Other carbohydrate metabolism	M00630 D-Galacturonate degradation (fungi), D-galacturonate => glycerol (5)  (complete 4/4)	K18102
Carbohydrate metabolism	Other carbohydrate metabolism	M00630 D-Galacturonate degradation (fungi), D-galacturonate => glycerol (5)  (complete 4/4)	K18103
Carbohydrate metabolism	Other carbohydrate metabolism	M00630 D-Galacturonate degradation (fungi), D-galacturonate => glycerol (5)  (complete 4/4)	K18106
Carbohydrate metabolism	Other carbohydrate metabolism	M00630 D-Galacturonate degradation (fungi), D-galacturonate => glycerol (5)  (complete 4/4)	K18107
Carbohydrate metabolism	Other carbohydrate metabolism	M00630 D-Galacturonate degradation (fungi), D-galacturonate => glycerol (5)  (complete 4/4)	K19634
Carbohydrate metabolism	Other carbohydrate metabolism	M00631 D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P (8)  (complete 5/5)	K00041
Carbohydrate metabolism	Other carbohydrate metabolism	M00631 D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P (8)  (complete 5/5)	K00874
Carbohydrate metabolism	Other carbohydrate metabolism	M00631 D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P (8)  (complete 5/5)	K01625
Carbohydrate metabolism	Other carbohydrate metabolism	M00631 D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P (8)  (complete 5/5)	K01685
Carbohydrate metabolism	Other carbohydrate metabolism	M00631 D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P (8)  (complete 5/5)	K01812
Carbohydrate metabolism	Other carbohydrate metabolism	M00631 D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P (8)  (complete 5/5)	K16849
Carbohydrate metabolism	Other carbohydrate metabolism	M00631 D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P (8)  (complete 5/5)	K16850
Carbohydrate metabolism	Other carbohydrate metabolism	M00631 D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P (8)  (complete 5/5)	K17463
Carbohydrate metabolism	Other carbohydrate metabolism	M00061 D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P (7)  (complete 5/5)	K00040
Carbohydrate metabolism	Other carbohydrate metabolism	M00061 D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P (7)  (complete 5/5)	K00874
Carbohydrate metabolism	Other carbohydrate metabolism	M00061 D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P (7)  (complete 5/5)	K01625
Carbohydrate metabolism	Other carbohydrate metabolism	M00061 D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P (7)  (complete 5/5)	K01686
Carbohydrate metabolism	Other carbohydrate metabolism	M00061 D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P (7)  (complete 5/5)	K01812
Carbohydrate metabolism	Other carbohydrate metabolism	M00061 D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P (7)  (complete 5/5)	K08323
Carbohydrate metabolism	Other carbohydrate metabolism	M00061 D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P (7)  (complete 5/5)	K17463
Carbohydrate metabolism	Other carbohydrate metabolism	M00081 Pectin degradation (3)  (complete 3/3)	K01051
Carbohydrate metabolism	Other carbohydrate metabolism	M00081 Pectin degradation (3)  (complete 3/3)	K01184
Carbohydrate metabolism	Other carbohydrate metabolism	M00081 Pectin degradation (3)  (complete 3/3)	K01213
Carbohydrate metabolism	Other carbohydrate metabolism	M00632 Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P (4)  (complete 4/4)	K00849
Carbohydrate metabolism	Other carbohydrate metabolism	M00632 Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P (4)  (complete 4/4)	K00965
Carbohydrate metabolism	Other carbohydrate metabolism	M00632 Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P (4)  (complete 4/4)	K01784
Carbohydrate metabolism	Other carbohydrate metabolism	M00632 Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P (4)  (complete 4/4)	K01785
Carbohydrate metabolism	Other carbohydrate metabolism	M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P (5)  (complete 5/5)	K00134
Carbohydrate metabolism	Other carbohydrate metabolism	M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P (5)  (complete 5/5)	K00883
Carbohydrate metabolism	Other carbohydrate metabolism	M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P (5)  (complete 5/5)	K00927
Carbohydrate metabolism	Other carbohydrate metabolism	M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P (5)  (complete 5/5)	K01631
Carbohydrate metabolism	Other carbohydrate metabolism	M00552 D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P (5)  (complete 5/5)	K01684
Carbohydrate metabolism	Other carbohydrate metabolism	M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate (7)  (complete 7/7)	K00002
Carbohydrate metabolism	Other carbohydrate metabolism	M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate (7)  (complete 7/7)	K00012
Carbohydrate metabolism	Other carbohydrate metabolism	M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate (7)  (complete 7/7)	K00103
Carbohydrate metabolism	Other carbohydrate metabolism	M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate (7)  (complete 7/7)	K00699
Carbohydrate metabolism	Other carbohydrate metabolism	M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate (7)  (complete 7/7)	K00963
Carbohydrate metabolism	Other carbohydrate metabolism	M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate (7)  (complete 7/7)	K01053
Carbohydrate metabolism	Other carbohydrate metabolism	M00129 Ascorbate biosynthesis, animals, glucose-1P => ascorbate (7)  (complete 7/7)	K01195
Carbohydrate metabolism	Other carbohydrate metabolism	M00114 Ascorbate biosynthesis, plants, fructose-6P => ascorbate (8)  (complete 8/8)	K00225
Carbohydrate metabolism	Other carbohydrate metabolism	M00114 Ascorbate biosynthesis, plants, fructose-6P => ascorbate (8)  (complete 8/8)	K00966
Carbohydrate metabolism	Other carbohydrate metabolism	M00114 Ascorbate biosynthesis, plants, fructose-6P => ascorbate (8)  (complete 8/8)	K01809
Carbohydrate metabolism	Other carbohydrate metabolism	M00114 Ascorbate biosynthesis, plants, fructose-6P => ascorbate (8)  (complete 8/8)	K10046
Carbohydrate metabolism	Other carbohydrate metabolism	M00114 Ascorbate biosynthesis, plants, fructose-6P => ascorbate (8)  (complete 8/8)	K10047
Carbohydrate metabolism	Other carbohydrate metabolism	M00114 Ascorbate biosynthesis, plants, fructose-6P => ascorbate (8)  (complete 8/8)	K14190
Carbohydrate metabolism	Other carbohydrate metabolism	M00114 Ascorbate biosynthesis, plants, fructose-6P => ascorbate (8)  (complete 8/8)	K17497
Carbohydrate metabolism	Other carbohydrate metabolism	M00114 Ascorbate biosynthesis, plants, fructose-6P => ascorbate (8)  (complete 8/8)	K17744
Carbohydrate metabolism	Other carbohydrate metabolism	M00550 Ascorbate degradation, ascorbate => D-xylulose-5P (7)  (complete 5/5)	K02821
Carbohydrate metabolism	Other carbohydrate metabolism	M00550 Ascorbate degradation, ascorbate => D-xylulose-5P (7)  (complete 5/5)	K02822
Carbohydrate metabolism	Other carbohydrate metabolism	M00550 Ascorbate degradation, ascorbate => D-xylulose-5P (7)  (complete 5/5)	K03077
Carbohydrate metabolism	Other carbohydrate metabolism	M00550 Ascorbate degradation, ascorbate => D-xylulose-5P (7)  (complete 5/5)	K03078
Carbohydrate metabolism	Other carbohydrate metabolism	M00550 Ascorbate degradation, ascorbate => D-xylulose-5P (7)  (complete 5/5)	K03079
Carbohydrate metabolism	Other carbohydrate metabolism	M00550 Ascorbate degradation, ascorbate => D-xylulose-5P (7)  (complete 5/5)	K03475
Carbohydrate metabolism	Other carbohydrate metabolism	M00550 Ascorbate degradation, ascorbate => D-xylulose-5P (7)  (complete 5/5)	K03476
Carbohydrate metabolism	Other carbohydrate metabolism	M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (11)  (complete 2/2)	K00693
Carbohydrate metabolism	Other carbohydrate metabolism	M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (11)  (complete 2/2)	K00700
Carbohydrate metabolism	Other carbohydrate metabolism	M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (11)  (complete 2/2)	K00703
Carbohydrate metabolism	Other carbohydrate metabolism	M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (11)  (complete 2/2)	K00750
Carbohydrate metabolism	Other carbohydrate metabolism	M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (11)  (complete 2/2)	K00963
Carbohydrate metabolism	Other carbohydrate metabolism	M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (11)  (complete 2/2)	K00975
Carbohydrate metabolism	Other carbohydrate metabolism	M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (11)  (complete 2/2)	K13679
Carbohydrate metabolism	Other carbohydrate metabolism	M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (11)  (complete 2/2)	K16149
Carbohydrate metabolism	Other carbohydrate metabolism	M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (11)  (complete 2/2)	K16150
Carbohydrate metabolism	Other carbohydrate metabolism	M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (11)  (complete 2/2)	K16153
Carbohydrate metabolism	Other carbohydrate metabolism	M00854 Glycogen biosynthesis, glucose-1P => glycogen/starch (11)  (complete 2/2)	K20812
Carbohydrate metabolism	Other carbohydrate metabolism	M00855 Glycogen degradation, glycogen => glucose-6P (10)  (complete 3/3)	K00688
Carbohydrate metabolism	Other carbohydrate metabolism	M00855 Glycogen degradation, glycogen => glucose-6P (10)  (complete 3/3)	K00705
Carbohydrate metabolism	Other carbohydrate metabolism	M00855 Glycogen degradation, glycogen => glucose-6P (10)  (complete 3/3)	K01196
Carbohydrate metabolism	Other carbohydrate metabolism	M00855 Glycogen degradation, glycogen => glucose-6P (10)  (complete 3/3)	K01200
Carbohydrate metabolism	Other carbohydrate metabolism	M00855 Glycogen degradation, glycogen => glucose-6P (10)  (complete 3/3)	K01835
Carbohydrate metabolism	Other carbohydrate metabolism	M00855 Glycogen degradation, glycogen => glucose-6P (10)  (complete 3/3)	K02438
Carbohydrate metabolism	Other carbohydrate metabolism	M00855 Glycogen degradation, glycogen => glucose-6P (10)  (complete 3/3)	K15778
Carbohydrate metabolism	Other carbohydrate metabolism	M00855 Glycogen degradation, glycogen => glucose-6P (10)  (complete 3/3)	K15779
Carbohydrate metabolism	Other carbohydrate metabolism	M00855 Glycogen degradation, glycogen => glucose-6P (10)  (complete 3/3)	K16153
Carbohydrate metabolism	Other carbohydrate metabolism	M00855 Glycogen degradation, glycogen => glucose-6P (10)  (complete 3/3)	K22451
Carbohydrate metabolism	Other carbohydrate metabolism	M00565 Trehalose biosynthesis, D-glucose 1P => trehalose (7)  (complete 6/6)	K00700
Carbohydrate metabolism	Other carbohydrate metabolism	M00565 Trehalose biosynthesis, D-glucose 1P => trehalose (7)  (complete 6/6)	K00703
Carbohydrate metabolism	Other carbohydrate metabolism	M00565 Trehalose biosynthesis, D-glucose 1P => trehalose (7)  (complete 6/6)	K00975
Carbohydrate metabolism	Other carbohydrate metabolism	M00565 Trehalose biosynthesis, D-glucose 1P => trehalose (7)  (complete 6/6)	K01214
